,USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
22312,749528,99999,TORRETTO ITALY,IT,,,41.183,15.766,223.0,19440901,19450527
22313,749529,99999,OROTE POINT,GU,,,13.433,144.633,30.0,19440816,19441031
22314,749530,99999,PRUNELLI CORSICA,IT,,,42.0,9.383,163.0,19440422,19441019
22315,749531,99999,VALCACCIA,FR,,,42.033,9.367,56.0,19440215,19440531
22316,749532,99999,REVINCO,FR,,,42.567,9.45,49.0,19440708,19450518
22317,749533,99999,ORTALE,FR,,,42.6,9.45,16.0,19440806,19440927
22318,749534,99999,FRATTAMAGGIORE ITALY,IT,,,40.883,14.283,43.0,19440229,19440531
22319,749535,99999,QUERCIOLO,FR,,,42.483,9.5,23.0,19440923,19441227
22320,749536,99999,CASA DALFONSO,IT,,,41.717,15.367,38.0,19431231,19450430
22321,749537,99999,CALETTA,IT,,,43.4,10.4,0.0,19450122,19450521
22322,749538,99999,OBERPFAFFENHOFEN GERMANY AD,GM,,,48.083,11.266,580.0,19460814,19490731
22323,749539,99999,SERUMI,ID,,,-1.233,136.2,23.0,19440630,19441001
22324,749540,99999,SALAMAUA,PG,,,-7.05,147.05,3.0,19430930,19440123
22325,749541,99999,BROOKS BROOK/STP6,US,,,-60.483,-133.45,804.0,19450501,19450818
22326,760011,99999,TIJUANA,MX,,,32.533,-116.983,152.0,19730101,19900219
22327,760013,99999,GENERAL ABELARDO L RODRIGUEZ INTL,MX,,MMTJ,32.541,-116.97,149.0,19900314,20231006
22328,760014,99999,TIJUANA,MX,,,32.55,-117.0,153.0,19940119,19940824
22329,760051,99999,MEXICALI,MX,,,32.633,-115.217,22.0,19730101,19900219
22330,760053,99999,GENERAL RODOLFO SANCHEZ TABOADA INTL,MX,,MMML,32.631,-115.242,22.6,19900314,20231006
22331,760054,99999,MEXICALI,MX,,,32.633,-115.267,22.0,19940103,19940824
22332,760400,99999,EJIDO NUEVO LEON BC.,MX,,,32.4,-115.183,11.0,19911114,20231006
22333,760500,99999,ENSENADA BC,MX,,,31.667,-116.567,10.0,19490601,20230713
22334,760550,99999,SAN FELIPE  BCN,MX,,,31.033,-114.85,15.0,19810601,20231006
22335,760610,99999,PUERTO PENASCO  SON.,MX,,,31.3,-113.55,62.0,19490201,20231006
22336,760620,99999,PUERTO PENASCO,MX,,,31.333,-113.55,3.0,20050430,20050430
22337,760751,99999,CIUDAD INTL,MX,,,31.633,-106.433,1167.0,19730101,19900219
22338,760753,99999,ABRAHAM GONZALEZ INTL,MX,,MMCS,31.636,-106.429,1189.9,19900314,20231006
22339,760754,99999,GENERAL DIV P A ANGEL H CORZO MOLINA,MX,,MMTB,16.74,-93.173,581.9,19940108,20160526
22340,760801,99999,NOGALES-IN-SONORA,MX,,NOG,31.233,-110.983,1222.0,19730101,19771215
22341,761130,99999,ALTAR  SON.,MX,,,30.717,-111.833,398.0,19490201,20231005
22342,761180,99999,PILARES DE NACOZARI   SON.,MX,,,30.367,-109.683,1041.0,19490201,20230412
22343,761220,99999,NUEVA CASAS GRANDES   CHIH.,MX,,,30.367,-107.95,1487.0,19490301,20231006
22344,761300,99999,VILLA AHUMADA,MX,,,30.617,-106.517,1181.0,19490109,19740709
22345,761510,99999,ISLA GUADALUPE,MX,,,29.17,-118.32,23.0,19490101,19971221
22346,761600,99999,GENERAL IGNACIO P GARCIA INTL,MX,,MMHO,29.096,-111.048,191.1,19490402,20231006
22347,761601,99999,HERMOSILLO,MX,,,29.067,-110.983,211.0,19940103,19940824
22348,761610,99999,HERMOSILLO INTL   &,MX,,,29.083,-110.95,211.0,19730101,19880105
22349,761613,99999,HERMOSILLO INTL,MX,,,29.1,-111.05,187.0,19880105,19910806
22350,762055,99999,SANTA ROSALIA,MX,,,27.3,-112.283,103.0,19730101,19760806
22351,762200,99999,TEMOSACHIC  CHIH.,MX,,,28.95,-107.817,1932.0,19490101,20231006
22352,762250,99999,CHIHUAHUA  CHIH.,MX,,,28.633,-106.083,1433.0,19520301,20231006
22353,762252,99999,CHIHUAHUA INTL    &,MX,,,28.7,-105.967,1354.0,19730101,19900109
22354,762253,99999,GENERAL R FIERRO VILLALOBOS INTL,MX,,MMCU,28.703,-105.965,1360.0,19900111,20231006
22355,762254,99999,CHIHUAHUA,MX,,,28.7,-105.983,1360.0,19940116,19940824
22356,762430,99999,PIEDRAS NEGRAS INTL,MX,,MMPG,28.627,-100.535,274.6,19730103,20231006
22357,762530,99999,CIUDAD OBREGON INTL,MX,,MMCN,27.393,-109.833,62.5,19790701,20231006
22358,762533,99999,SANTA ROSALIA,MX,,,27.317,-112.317,75.0,19940131,19940824
22359,762550,99999,GUAYMAS-IN-SONORA,MX,,,27.917,-110.883,4.0,19520301,19790402
22360,762552,99999,,,,,,,,19730101,19731231
22361,762555,99999,GENERAL JOSE MARIA YANEZ INTL,MX,,MMGM,27.969,-110.925,18.0,19750617,20231006
22362,762556,99999,GUAYMAS INTL APT,MX,,,27.967,-110.95,27.0,19940108,19940824
22363,762560,99999,EMPALME  SON.,MX,,,27.95,-110.767,12.0,19770101,20231006
22364,762580,99999,CIUDAD OBREGON  SON,MX,,,27.483,-109.917,38.0,19730101,20231006
22365,762582,99999,,,,,,,,19730101,19770208
22366,762800,99999,SIERRA MOJADA,MX,,,27.283,-103.667,1398.0,19490101,19511130
22367,762861,99999,NUEVO LAREDO,MX,,,27.433,-99.567,141.0,19730101,19900219
22368,762863,99999,QUETZALCOATL INTL,MX,,MMNL,27.444,-99.57,147.5,19900314,20231006
22369,762864,99999,NUEVO LAREDO INTL,MX,,,27.433,-99.583,148.0,19940116,19940824
22370,763050,99999,LORETO INTL,MX,,MMLT,25.989,-111.348,10.4,19801018,20231006
22371,763110,99999,CHOIX  SIN.,MX,,,26.733,-108.283,238.0,19760317,20231006
22372,763230,99999,HIDALGO DEL PARRAL   CHIH.,MX,,,26.933,-105.667,1661.0,19780301,20231006
22373,763340,99999,TULANCINGO,MX,,,20.083,-98.367,2181.0,20010817,20110622
22374,763420,99999,MONCLOVA INTL,MX,,MMMV,26.956,-101.47,568.1,19490108,20231006
22375,763425,99999,MULEGE,MX,,MMMG,26.907,-111.968,42.7,19730622,20101016
22376,763490,99999,CAMARGO,MX,,,26.317,-98.833,68.0,19490701,20210823
22377,763501,99999,REYNOSA INTL,MX,,,26.017,-98.233,39.0,19730101,19900219
22378,763503,99999,GENERAL LUCIO BLANCO INTL,MX,,MMRX,26.009,-98.229,42.4,19900314,20231006
22379,763504,99999,REYNOSA INTL ARPT,MX,,,26.017,-98.25,39.0,19940108,19940824
22380,763610,99999,LOS MOCHIS (CITY),MX,,,25.8,-109.117,17.0,19730101,19750630
22381,763615,99999,VALLE DEL FUERTE INTL,MX,,MMLM,25.685,-109.081,4.9,19750701,20231006
22382,763616,99999,LOS MOCHIS APT,MX,,,25.683,-109.1,4.0,19940307,19940824
22383,763730,99999,TEPEHUANES  DGO.,MX,,,25.35,-105.75,1967.0,19821001,20231006
22384,763810,99999,LERDO-IN-DURANGO,MX,,,25.533,-103.517,1140.0,19730112,19770224
22385,763820,99999,TORREON INTL,MX,,MMTC,25.568,-103.411,1124.1,19490101,20231006
22386,763821,99999,TORREJON,MX,,,25.533,-103.467,1124.0,19940108,19940824
22387,763822,99999,,,,,,,,19730101,19731231
22388,763825,99999,TORREON AIRPORT   &,MX,,,25.533,-103.45,1150.0,19750618,19910320
22389,763900,99999,SALTILLO  COAH.,MX,,,25.367,-101.017,1790.0,19730101,20231006
22390,763930,99999,MONTERREY  N.L.,MX,,,25.733,-100.3,515.0,19730101,20231006
22391,763940,99999,DEL NORTE INTL,MX,,MMAN,25.866,-100.237,449.9,19730101,20231006
22392,763943,99999,GENERAL MARIANO ESCOBEDO INTL,MX,,MMMY,25.778,-100.107,389.5,19900601,20231006
22393,763944,99999,MONTERREY/ESCOBEDO,MX,,,25.767,-100.1,387.0,19870320,19940630
22394,763990,99999,MATAMOROS (CITY),MX,,,25.867,-97.517,12.0,19730103,19780202
22395,763991,99999,MATAMOROS INTL,MX,,,25.767,-97.533,7.0,19730101,19900219
22396,763993,99999,GENERAL SERVANDO CANALES INTL,MX,,MMMA,25.77,-97.525,7.6,19900314,20231006
22397,763994,99999,MATAMOROS INTL,MX,,,25.767,-97.55,8.0,19940108,19940824
22398,764010,99999,PUERTO CORTES,MX,,,22.467,-111.533,5.0,19490212,20230616
22399,764015,99999,LORETO            &,MX,,,26.0,-111.367,6.0,19730101,19910320
22400,764020,99999,CIUDAD CONSTITUCION  BCS,MX,,,25.0,-111.633,48.0,19801011,20231006
22401,764050,99999,LA PAZ  BCS,MX,,,24.167,-110.3,18.0,19520807,20231006
22402,764054,99999,LA PAZ,MX,,,24.067,-110.383,21.0,19940103,19940824
22403,764055,99999,GENERAL MANUEL MARQUEZ DE LEON INTL,MX,,MMLP,24.073,-110.362,21.0,19750618,20231006
22404,764056,99999,LOS CABOS INTL,MX,,MMSD,23.152,-109.721,114.0,19910321,20231006
22405,764057,99999,SAN JOSE DEL CABO,MX,,,23.15,-109.717,109.0,19940601,19940824
22406,764120,99999,CULIACAN INTL,MX,,MMCL,24.765,-107.475,32.9,19730101,20231006
22407,764121,99999,CULIACAN,MX,,,24.817,-107.433,39.0,19940108,19940824
22408,764125,99999,CULIACAN (CITY)   &,MX,,,24.817,-107.4,53.0,19750618,19910806
22409,764230,99999,DURANGO  DGO.,MX,,,24.05,-104.6,1872.0,19730101,20231006
22410,764232,99999,,,,,,,,19730101,19731231
22411,764235,99999,DURANGO INTL,MX,,MMDO,24.124,-104.528,1860.5,19750618,20231006
22412,764236,99999,DURANGO APT,MX,,,24.133,-104.55,1857.0,19940108,19940824
22413,764580,99999,COLONIA JUAN CARRASCO MAZATLAN  SIN.,MX,,,23.2,-106.417,4.0,19730102,20231006
22414,764590,99999,,,,,,,,19730101,19750331
22415,764591,99999,MAZATLAN/G.BUELNA I,MX,,,23.15,-106.25,5.0,19750401,19900219
22416,764593,99999,GENERAL RAFAEL BUELNA INTL,MX,,MMMZ,23.161,-106.266,11.6,19900501,20231006
22417,764594,99999,MAZATLAN/G. RAFAEL,MX,,,23.167,-106.283,10.0,19900314,19940630
22418,764710,99999,SOMBRERETE  ZAC.,MX,,,23.633,-103.65,2351.0,19780401,20231006
22419,764900,99999,ISLA PEREZ,MX,,,22.383,-89.683,1.5,19730919,20230413
22420,764910,99999,CIUDAD VICTORIA   TAMPS.,MX,,,23.742,-99.17,336.0,19490101,20231006
22421,764915,99999,GENERAL PEDRO JOSE MENDEZ INTL,MX,,MMCV,23.704,-98.957,232.0,19750618,20231006
22422,764916,99999,CIUDAD VICTORIA APT,MX,,,23.717,-98.983,238.0,19940119,19940824
22423,764990,99999,SOTO LA MARINA   TAMPS.,MX,,,23.767,-98.2,21.0,19491101,20231006
22424,765180,99999,HUEJUCAR,MX,,,22.383,-103.367,1932.0,19730110,19780302
22425,765190,99999,COLOTLAN  JAL.,MX,,,22.1,-103.267,1673.0,19760401,20220817
22426,765250,99999,ZACATECAS  ZAC. (LA BUFA  ZAC.),MX,,,22.783,-102.567,2612.0,19730109,20231006
22427,765254,99999,ZACATECAS,MX,,,22.9,-102.717,2140.0,19940103,19940824
22428,765255,99999,GENERAL LEOBARDO C RUIZ INTL,MX,,MMZC,22.897,-102.687,2176.6,19840908,20231006
22429,765260,99999,ZACATECAS ZAC.,MX,,,22.75,-102.5,-999.9,20051211,20140416
22430,765390,99999,PONCIANO ARRIAGA INTL,MX,,MMSP,22.254,-100.931,1839.5,19730101,20231006
22431,765395,99999,SAN LUIS POTOSI,MX,,,22.167,-101.0,1903.0,19940103,19940824
22432,765411,99999,TAMUIN/VILLA TAMUIN,MX,,,22.05,-98.8,50.0,19730101,19770216
22433,765430,99999,TAMUIN  S.L.P.,MX,,,22.0,-98.767,104.0,19750814,20160419
22434,765480,99999,TAMPICO  TAMPS,MX,,,22.2,-97.85,25.0,19730101,20231006
22435,765490,99999,TAMPICO,MX,,,22.283,-97.85,15.0,19730101,19750331
22436,765491,99999,TAMPICO/GEN FJ MINA,MX,,,22.283,-97.85,24.0,19750401,19900219
22437,765493,99999,GENERAL FRANCISCO JAVIER MINA INTL,MX,,MMTM,22.296,-97.866,24.4,19900503,20231006
22438,765494,99999,TAMPICO INTL ARPT,MX,,,22.283,-97.883,24.0,19900315,19940630
22439,765510,99999,ISLAS MARIAS  NAY,MX,,,21.617,-106.55,2.0,19730103,19970811
22440,765560,99999,TEPIC,MX,,MMEP,21.419,-104.843,920.5,19730112,20231006
22441,765563,99999,TEPIC,MX,,,21.517,-104.917,922.0,19940306,19940824
22442,765700,99999,ISLA LOBOS,MX,,,21.467,-97.2,5.0,19790402,19800920
22443,765710,99999,JESUS TERAN INTL,MX,,MMAS,21.705,-102.318,1862.9,19730101,20231006
22444,765713,99999,AGUASCALIENTES,MX,,,21.883,-102.317,1885.0,19940124,19940824
22445,765730,99999,LAGOS DE MORENO  JAL.,MX,,,21.35,-101.917,1942.0,19730109,20231006
22446,765750,99999,LEON/SAN CARLOS,MX,,,21.067,-101.533,1829.0,19730102,20130205
22447,765752,99999,LEON/SAN CARLOS,MX,,,21.067,-101.55,1829.0,19730101,19900109
22448,765754,99999,LEON/SAN CARLOS,MX,,LEN,21.067,-101.55,1829.0,19900111,19900316
22449,765770,99999,GUANAJUATO  GTO.,MX,,,21.0,-101.283,1999.0,19730101,20231006
22450,765773,99999,GUANAJUATO INTL,MX,,MMLO,20.983,-101.483,1815.4,19900724,20231006
22451,765774,99999,DEL BAJIO/LEON,MX,,,21.0,-101.5,1819.0,19940306,19940824
22452,765800,99999,CAYO ARENAS,MX,,,22.133,-91.4,3.0,19730101,19830711
22453,765801,99999,CAYO ARENAS,MX,,,22.133,-91.4,3.0,20171116,20210511
22454,765810,99999,RIO VERDE  S.L.P.,MX,,,21.933,-99.983,983.0,19730101,20231006
22455,765820,99999,GUTIERREZ ZAMORA,MX,,,20.467,-97.083,20.0,19730103,19760108
22456,765825,99999,POZA RICA/AIRPORT,MX,,PZA,20.5,-97.467,62.0,19730719,19840701
22457,765850,99999,MATLAPA  S.L.P.,MX,,,21.317,-98.817,132.0,19790701,20231006
22458,765900,99999,CANCUN AIRPORT,MX,,,21.017,-86.867,5.0,19790112,19790112
22459,765905,99999,CANCUN INTL,MX,,,21.017,-86.867,5.0,19730721,19940630
22460,765906,99999,CANCUN INTL,MX,,,21.033,-86.867,6.0,19900501,19971231
22461,765930,99999,PROGRESO  YUC.,MX,,,21.3,-89.65,2.0,19730103,20231006
22462,765950,99999,CANCUN INTL,MX,,MMUN,21.037,-86.877,6.1,19990315,20231006
22463,765990,99999,ISLA MUJERES,MX,,,21.2,-86.717,7.0,19730104,19750711
22464,766010,99999,PUERTO VALLARTA,MX,,,20.683,-105.25,6.0,19800611,19880105
22465,766011,99999,PUERTO VALLARTA,MX,,PVR,20.683,-105.25,6.0,19730101,19800605
22466,766013,99999,LICENCIADO GUSTAVO DIAZ ORDAZ INTL,MX,,MMPR,20.68,-105.254,7.0,19900501,20231006
22467,766014,99999,PUERTO VALLARTA,MX,,,20.667,-105.267,6.0,19880105,19940630
22468,766015,99999,ZAPOPAN,MX,,MMZP,20.756,-103.465,1625.5,19960331,20160526
22469,766110,99999,,,,,,,,19490308,19511130
22470,766120,99999,GUADALAJARA  JAL.,MX,,,20.667,-103.383,1551.0,19730101,20231006
22471,766123,99999,GUADALAJARA INTL,MX,,,20.517,-103.333,1528.0,19900314,19940630
22472,766127,99999,TAJIN,MX,,MMPA,20.603,-97.461,151.5,19990114,20231006
22473,766130,99999,GUADALAJARA,MX,,,20.6,-103.383,1526.0,19730101,19800128
22474,766131,99999,GUADALAJARA INTL  &,MX,,,20.517,-103.317,1526.0,19750401,19900219
22475,766133,99999,DON MIGUEL HIDALGO Y COSTILLA INTL,MX,,MMGL,20.522,-103.311,1528.9,19900501,20231006
22476,766134,99999,SAN JOSE DEL CABO &,MX,,,22.667,-102.55,0.0,19771005,19910320
22477,766250,99999,QUERETARO INTERCONTINENTAL,MX,,MMQT,20.617,-100.186,1919.0,19730101,20231006
22478,766320,99999,PACHUCA  HGO.,MX,,,20.133,-98.75,2435.0,19730101,20231005
22479,766340,99999,TULANCINGO  HGO.,MX,,MMTL,20.083,-98.367,2181.0,19730106,20231006
22480,766342,99999,TULANCINGO,MX,,,20.083,-98.367,2181.0,19730101,19900109
22481,766343,99999,TULANCINGO,MX,,,20.083,-98.367,2181.0,19900111,19910320
22482,766390,99999,,,,,,,,19730101,19740429
22483,766400,99999,TUXPAN.VER.,MX,,,20.95,-97.4,28.0,19730101,20230928
22484,766405,99999,AZCATLAN,MX,,,20.283,-97.717,364.0,19730801,19740909
22485,766420,99999,TRIANGULOS REEFS,MX,,,20.967,-92.317,2.0,19730101,20201207
22486,766421,99999,NAUTLA (RBN),MX,,,20.2,-96.767,3.0,19750701,19780311
22487,766430,99999,CAYO ARCAS (ISLAND),MX,,,20.217,-91.967,3.0,20020122,20191106
22488,766440,99999,LICENCIADO MANUEL CRESCENCIO REJON INT,MX,,MMMD,20.937,-89.658,11.6,19730101,20231006
22489,766443,99999,MERIDA/LICENCIADO,MX,,,20.933,-89.667,10.0,19900501,19940927
22490,766450,99999,,,,,,,,19730101,19730410
22491,766470,99999,VALLADOLID  YUC.,MX,,,20.683,-88.2,27.0,19730103,20231006
22492,766480,99999,COZUMEL INTL,MX,,MMCZ,20.522,-86.926,9.1,19730103,20231006
22493,766483,99999,COZUMEL,MX,,,20.517,-86.933,5.0,19900314,19910320
22494,766490,99999,COZUMEL (FAM) Q ROC,MX,,,20.517,-86.933,4.0,19730101,19970913
22495,766491,99999,COZUMEL INTL ARPT &,MX,,,20.517,-86.95,3.0,19750401,19900219
22496,766493,99999,COZUMEL INTL,MX,,,20.517,-86.917,5.0,19900508,19971231
22497,766534,99999,PLAYA DE ORO INTL,MX,,MMZO,19.145,-104.559,9.1,19780420,20231006
22498,766535,99999,MANZANILLO,MX,,,19.15,-104.583,8.0,19940108,19940824
22499,766540,99999,MANZANILLO  COL.,MX,,,19.05,-104.317,3.0,19730102,20231006
22500,766545,99999,MANZANILLO INTL   &,MX,,,19.15,-104.567,5.0,19730101,19810218
22501,766546,99999,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,MX,,MMPN,19.397,-102.039,1602.6,19730101,20231006
22502,766547,99999,URUAPAN/GEN RAYON,MX,,,19.4,-102.05,1593.0,19730103,19940824
22503,766560,99999,CIUDAD GUZMAN  JAL.,MX,,,19.717,-103.467,1515.0,19730804,20231006
22504,766580,99999,COLIMA,MX,,MMIA,19.277,-103.577,751.9,19730101,20231006
22505,766581,99999,COLIMA            &,MX,,,19.233,-103.733,494.0,19881223,19890125
22506,766583,99999,COLIMA,MX,,MMIA,19.267,-103.6,723.0,19940306,19940823
22507,766585,99999,COLIMA ARPT,MX,,IMA,19.217,-103.717,457.0,19730101,19760925
22508,766620,99999,ZAMORA  MICH.,MX,,,19.983,-102.317,1562.0,19740808,20231006
22509,766650,99999,MORELIA  MICH.,MX,,,19.7,-101.183,1913.0,19730103,20231006
22510,766655,99999,GENERAL FRANCISCO J MUJICA INTL,MX,,MMMM,19.85,-101.026,1838.9,19730101,20231006
22511,766656,99999,MORELIA NEW,MX,,,19.85,-101.05,1833.0,19940108,19940824
22512,766700,99999,FES CUAUTITLAN,MX,,,19.683,-99.183,2251.0,20070228,20201206
22513,766714,99999,NAME\LOCATION UNKN,MX,,,0.0,0.0,-999.0,19830707,19840630
22514,766724,99999,NAME0LOCATION UNKN,MX,,ZCL,,,,19840320,19840630
22515,766750,99999,TOLUCA  MEX.,MX,,,19.283,-99.683,2720.0,19730101,20231006
22516,766753,99999,LICENCIADO ADOLFO LOPEZ MATEOS INTL,MX,,MMTO,19.337,-99.566,2580.4,19870320,20231006
22517,766754,99999,TOLUCA/JOSE MARIA,MX,,,19.35,-99.583,2576.0,19940127,19940824
22518,766790,99999,AEROP INTERNACIONAL MEXICO  D F,MX,,,19.433,-99.133,2235.0,19730101,19971220
22519,766792,99999,,,,,,,,19730101,19731231
22520,766793,99999,LICENCIADO BENITO JUAREZ INTL,MX,,MMMX,19.436,-99.072,2229.9,19850719,20231006
22521,766800,99999,MEXICO (CENTRAL)   D.F.,MX,,,19.4,-99.183,2303.0,19730101,20231006
22522,766810,99999,GEOGRAFIA UNAM,MX,,,19.317,-99.183,2278.0,20070503,20220425
22523,766830,99999,TLAXCALA  TLAX.,MX,,,19.317,-98.25,2248.0,19730130,20231006
22524,766850,99999,HERMANOS SERDAN INTL,MX,,MMPB,19.158,-98.371,2243.6,19730102,20231006
22525,766855,99999,PUEBLA,MX,,,19.033,-98.217,2166.0,19940623,19940824
22526,766870,99999,JALAPA  VER.,MX,,,19.55,-96.917,1389.0,19730101,20231006
22527,766875,99999,LENCERO,MX,,MMJA,19.475,-96.798,953.1,19750703,19770215
22528,766890,99999,CAYO ARCAS,MX,,,20.217,-92.017,3.0,19750109,19840702
22529,766900,99999,TRIANGULOS REEFS  &,MX,,,20.95,-92.267,0.0,19730101,19820913
22530,766910,99999,VERACRUZ/GEN JARA,MX,,,19.2,-96.133,14.0,19730101,19940630
22531,766913,99999,GENERAL HERIBERTO JARA INTL,MX,,MMVR,19.146,-96.187,27.4,19900501,20231006
22532,766920,99999,HACIENDA YLANG YLANG VERACRUZ  VER.,MX,,,19.15,-96.117,16.0,19730101,20231006
22533,766950,99999,INGENIERO ALBERTO ACUNA ONGAY INTL,MX,,MMCP,19.817,-90.5,10.4,19730101,20231006
22534,766953,99999,CAMPECHE/IGNACIO,MX,,,19.833,-90.5,10.0,19900314,19940824
22535,766960,99999,,,,,,,,19730101,19750630
22536,766961,99999,CAMPECHE/IGNACIO  &,MX,,,19.833,-90.517,9.0,19750618,19900219
22537,766980,99999,FELIPE CARRILLO PUERTO  Q ROO,MX,,,19.567,-88.05,10.0,19810101,20231006
22538,767130,99999,CUIDAD DEL CARMEN,MX,,,18.63,-91.83,2.0,20100313,20110118
22539,767230,99999,ISLA SOCORRO  COL.,MX,,,18.717,-110.95,35.0,19730101,19971230
22540,767260,99999,GENERAL MARIANO MATAMOROS,MX,,MMCB,18.835,-99.262,1303.6,19801001,20231006
22541,767270,99999,ZACATEPEC MOR,MX,,,18.7,-99.167,995.8,19730104,20230319
22542,767370,99999,ORIZABA  VER.,MX,,,18.85,-97.1,1259.0,19730103,20231006
22543,767375,99999,TEHUACAN,MX,,MMHC,18.497,-97.42,1679.1,19730101,19770824
22544,767380,99999,CORDOBA-IN-VERACRUZ,MX,,,18.9,-96.933,882.7,19730102,20220828
22545,767383,99999,MINATITLAN,MX,,MMMT,18.103,-94.581,11.0,19940314,20231006
22546,767410,99999,COATZACOALCOS  VER,MX,,,18.183,-94.5,16.0,19730103,20231006
22547,767430,99999,VILLAHERMOSA  TAB.,MX,,,17.983,-92.933,16.0,19750814,20231006
22548,767433,99999,C P A CARLOS ROVIROSA INTL,MX,,MMVA,17.983,-92.817,14.0,19900314,20231006
22549,767434,99999,VILLAHERMOSA,MX,,,18.0,-92.833,13.0,19940630,19940824
22550,767441,99999,VILLAHERMOSA      &,MX,,,18.017,-92.95,33.0,19730101,19900219
22551,767460,99999,VILLAHERMOSA,MX,,,18.0,-92.883,-999.0,20020622,20020622
22552,767473,99999,CIUDAD DEL CARMEN,MX,,MMCE,18.65,-91.783,3.0,19880129,19880303
22553,767490,99999,CIUDAD DEL CARMEN,MX,,,18.65,-91.783,3.0,19730101,19880105
22554,767493,99999,CIUDAD DEL CARMEN INTL,MX,,MMCE,18.654,-91.799,3.0,19880303,20231006
22555,767494,99999,CIUDAD DEL CAR,MX,,,18.65,-91.833,2.0,19940108,19940824
22556,767500,99999,CHETUMAL INTL,MX,,MMCM,18.505,-88.327,11.9,19730101,20231006
22557,767501,99999,CHICHEN  ITZA INTL,MX,,MMCT,20.641,-88.446,31.1,20040510,20231006
22558,767502,99999,IXTEPEC,MX,,MMIT,16.449,-95.094,50.0,19730101,20160526
22559,767503,99999,CABO SAN LUCAS,MX,,MMSL,22.948,-109.939,210.0,19940628,20231006
22560,767510,99999,CHETUMAL Q ROO (FAM),MX,,,19.0,-86.317,13.0,19901120,20210130
22561,767581,99999,ZIHUATANEJO,MX,,ZIH,17.65,-101.45,6.0,19730101,19800605
22562,767584,99999,IXTAPA ZIHUATANEJO INTL,MX,,MMZH,17.602,-101.461,7.9,19800611,20231006
22563,767585,99999,IXTAPA-ZIHUATANEJO,MX,,,17.6,-101.483,6.0,19940116,19940824
22564,767620,99999,CHILPANCINGO  RO.,MX,,,17.55,-99.5,1265.0,19730101,20231006
22565,767730,99999,HUAJUAPAN DE LEON OAX,MX,,,17.789,-97.772,1606.0,19790501,20231006
22566,767750,99999,OAXACA  OAX.,MX,,,17.05,-96.717,1518.0,19500401,20231006
22567,767755,99999,XOXOCOTLAN INTL,MX,,MMOX,17.0,-96.733,1520.6,19750618,20231006
22568,767756,99999,OAXACA/XOXOCOTLAN,MX,,,16.967,-96.75,1528.0,19940305,19940824
22569,767810,99999,COATZACOALCOS     &,MX,,MTT,18.15,-94.417,14.0,19730101,19850401
22570,767981,99999,TEQUESQUITENGO,MX,,TEQ,18.617,-99.25,99.0,19730101,19811215
22571,768050,99999,ACAPULCO  GRO,MX,,,16.75,-99.75,3.0,19730101,20231006
22572,768053,99999,ACAPULCO/G. ALVAREZ,MX,,,16.75,-99.75,5.0,19900501,19940927
22573,768055,99999,PINOTEPA NATL,MX,,,16.35,-98.067,76.0,19730102,19770126
22574,768056,99999,GENERAL JUAN N ALVAREZ INTL,MX,,MMAA,16.757,-99.754,4.0,19750618,20231006
22575,768230,99999,SAN PEDRO POCHUTALA,MX,,,15.733,-96.467,152.0,20080921,20080921
22576,768235,99999,POCHUTALA,MX,,PTL,15.733,-96.467,152.0,19730103,19760620
22577,768300,99999,IXTEPEC,MX,,,16.467,-95.1,61.0,19730101,19771201
22578,768330,99999,SALINA CRUZ  OAX.,MX,,,16.167,-95.183,11.0,19730102,20231006
22579,768400,99999,ARRIAGA  CHIS.,MX,,,16.233,-93.9,48.0,19730404,20231006
22580,768420,99999,TUXTLA GUTIERREZ,MX,,,16.75,-93.117,536.0,19730105,19760821
22581,768430,99999,TUXTLA GUTIERREZ   CHIS.,MX,,MMTB,16.75,-93.133,576.0,19730101,20231006
22582,768433,99999,TUXTLA GUTIERREZ,MX,,,16.75,-93.133,528.0,19940630,19940824
22583,768435,99999,PALIZADA,MX,,,18.25,-92.083,15.0,19741208,19940920
22584,768450,99999,SN. CRISTOBAL LAS CASAS  CHIS.,MX,,,16.75,-92.633,2116.0,19730102,20231006
22585,768480,99999,COMITAN  CHIS.,MX,,,16.25,-92.133,1646.0,19730102,20231006
22586,768485,99999,BAHIAS DE HUATULCO INTL,MX,,MMBT,15.775,-96.263,141.4,19880725,20231006
22587,768486,99999,BAHIAS DE HUATULCO,MX,,,15.783,-96.283,143.0,19940124,19940824
22588,768550,99999,PUERTO ANGEL  OAX.,MX,,,15.683,-96.483,46.0,19500516,20231006
22589,768556,99999,PUERTO ESCONDIDO INTL,MX,,MMPS,15.877,-97.089,89.6,19880810,20231006
22590,768557,99999,PUERTO ESCONDIDO,MX,,,15.867,-97.1,88.0,19940225,19940824
22591,768560,99999,PUERTO ANGEL  OAX.,MX,,,15.667,-96.5,-999.9,19750816,20230413
22592,769030,99999,TAPACHULA  CHIS,MX,,,14.917,-92.25,118.0,19730101,20231006
22593,769040,99999,TAPACHULA/AIRPORT,MX,,,14.883,-92.3,110.0,19730101,19880104
22594,769043,99999,TAPACHULA INTL,MX,,MMTP,14.794,-92.37,29.6,19880105,20231006
